story_id,flower_id,title,story_ko,culture_region,era,source_title,source_url,confidence_level,story_type,reviewed_at,editorial_note,moods,intents,hook
story-carnation-anna-jarvis,carnation,어머니날을 만들고 없애려 한 사람,"안나 자비스는 어머니가 세상을 떠난 지 3년 만인 1908년 5월 10일, 웨스트버지니아 그래프턴의 교회에서 열린 첫 어머니날 예배에 흰 카네이션 500송이를 보냈습니다. 흰빛은 어머니 사랑의 진실함과 순수함을, 향은 그 기억과 기도를 뜻한다고 그는 적었어요. 그런데 1920년대가 되자 그는 이 날에 맞서 싸우기 시작합니다. 인쇄된 카드 한 장을 사서 보내는 것은 세상 누구보다 애써 준 사람에게 편지 한 줄 쓰기가 귀찮다는 뜻일 뿐이라고요. 꽃집이 붉은 카네이션을 팔기 시작한 것도 그가 끝내 견디기 힘들어한 일이었습니다.",usa,modern,Wikipedia — Anna Jarvis,https://en.wikipedia.org/wiki/Anna_Jarvis,repeated,history,2026-08-15,"seed-v3: 자비스의 발언은 직접 인용하지 않고 뜻만 우리 문장으로 옮겼어요. 실존 인물의 기록된 일화라 history",healing|tragic|dramatic,gratitude,어머니날을 만든 사람은 나중에 그 날과 싸웠어요.
story-carnation-revolution,carnation,총구에 꽂힌 카네이션,"1974년 4월 25일, 포르투갈에서 40년 넘게 이어진 독재가 하루 만에 무너졌습니다. 거리로 쏟아져 나온 사람들 사이에 식당에서 일하던 셀레스트 카에이루가 있었고, 그가 군인들에게 카네이션을 건넸어요. 다른 사람들도 따라 하면서 군인들의 총구마다 붉은 카네이션이 꽂혔습니다. 총성은 거의 없었지만 그날 시민 네 사람이 목숨을 잃었어요. 그래서 이 혁명의 이름은 지금도 꽃 이름으로 불립니다.",portugal,modern,Wikipedia — Carnation Revolution,https://en.wikipedia.org/wiki/Carnation_Revolution,repeated,history,2026-08-15,"seed-v3: 사상자가 있었다는 사실을 빼지 않고 적었어요 — 무혈 혁명이라는 통념과 기록이 조금 다릅니다",dramatic|healing,comfort|celebration,총구에 꽃을 꽂아 끝난 혁명이 있었어요.
story-carnation-dianthus,carnation,신의 꽃이라는 이름,"카네이션의 속명 디안투스는 고대 그리스 식물학자 테오프라스토스가 붙였다고 전해져요. 신을 뜻하는 디오스와 꽃을 뜻하는 안토스를 붙인 이름이라 신의 꽃, 혹은 제우스의 꽃으로 옮깁니다. 그리스 문헌에 이 꽃이 등장한 지 이천 년이 됐어요. 그사이 카네이션은 어머니의 꽃이 되었다가, 혁명의 꽃이 되었다가, 노동절의 꽃이 되었습니다. 이름만은 이천 년째 신의 것이에요.",greece,ancient,Wikipedia — Dianthus caryophyllus,https://en.wikipedia.org/wiki/Dianthus_caryophyllus,varies,history,2026-08-15,"seed-v3: 테오프라스토스 명명설과 신의 꽃 해석은 위키피디아 본문 서술. 어원 해석이 하나로 모이지 않아 varies",mythic,,카네이션의 학명은 신의 꽃이라는 뜻이에요.
story-lisianthus-turkish-name,lisianthus,터키에서 오지 않은 터키 꽃,"일본에서 리시안셔스는 터키 도라지라고 불려요. 그런데 이 꽃은 터키에서 오지 않았고 도라지과 식물도 아닙니다. 미국 텍사스와 멕시코의 초원에서 자라던 용담과 들꽃이거든요. 봉오리가 터번을 닮았다는 설, 야생종의 푸른빛이 터키석을 떠올린다는 설이 나란히 전해지지만 어느 쪽도 확실하지 않아요. 이름 두 마디가 모두 틀렸는데도 사람들은 백 년 가까이 그렇게 부릅니다.",japan,modern,Wikipedia (ja) — トルコギキョウ,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AB%E3%82%B3%E3%82%AE%E3%82%AD%E3%83%A7%E3%82%A6,varies,history,2026-08-15,"seed-v3: 일본어 위키백과가 원산지도 과도 아니라고 명시. 이름의 유래는 설이 갈려 varies",funny|dramatic,just_because,터키에서 오지도 않았고 도라지도 아닌데 이름이 터키 도라지예요.
story-lisianthus-prairie,lisianthus,길가에서 화병까지,"리시안셔스의 다른 이름은 프레리 젠티안, 초원의 용담이에요. 미국 남부와 멕시코, 카리브해와 남아메리카 북부의 초원이나 파헤쳐진 땅에서 저절로 자라던 꽃입니다. 지금은 겹겹의 꽃잎을 가진 절화로 팔리고, 잘 관리하면 화병에서 2주에서 3주를 버텨요. 아무도 심어 주지 않는 자리에서 피던 꽃이 가장 오래 곁에 남는 꽃이 된 셈입니다.",usa,modern,Wikipedia — Eustoma,https://en.wikipedia.org/wiki/Eustoma,repeated,history,2026-08-15,"seed-v3: 자생지와 화병 수명 서술은 위키피디아 Eustoma 본문에서 확인",healing|dramatic,,화병에서 3주를 버티는 이 꽃은 원래 길가에서 자라던 들꽃이에요.
story-lisianthus-japan-breeding,lisianthus,들꽃을 다듬은 반세기,"텍사스 초원의 들꽃이던 리시안셔스를 절화로 다듬은 것은 일본이었어요. 1960년대와 70년대부터 육종이 본격화됐고, 사카타와 다키이 같은 종묘회사가 겹꽃과 색을 늘려 갔습니다. 지금 세계 꽃시장에 도는 품종 대부분이 일본에서 나온 것으로 전해져요. 들에서 며칠이면 시들던 꽃이 화병에서 몇 주를 버티게 된 것은 누군가 여러 세대에 걸쳐 조금씩 손을 본 결과입니다.",japan,modern,Wikipedia (ja) — トルコギキョウ,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AB%E3%82%B3%E3%82%AE%E3%82%AD%E3%83%A7%E3%82%A6,varies,history,2026-08-15,"seed-v3: 육종 시기와 종묘회사는 일본어 위키백과 서술. 연대 표기가 자료마다 조금씩 달라 varies",healing|dramatic,gratitude,세계에 도는 이 꽃의 품종 대부분은 한 나라에서 나왔어요.
story-ranunculus-little-frog,ranunculus,작은 개구리라는 이름,"라넌큘러스의 속명 라눈쿨루스는 라틴어로 작은 개구리라는 뜻이에요. 개구리를 뜻하는 라나에 작다는 뜻을 붙인 말이죠. 이 무리의 꽃들이 물가와 습지에 모여 자라는 것을 보고 붙인 이름으로 전해집니다. 꽃집에서 파는 겹겹의 라넌큘러스는 그중 소아시아에서 온 페르시안 버터컵인데, 이렇게 화려해진 지금도 이름만은 여전히 개구리 쪽이에요.",global,modern,Wikipedia — Ranunculus,https://en.wikipedia.org/wiki/Ranunculus,repeated,history,2026-08-15,"seed-v3: 속명 어원은 위키피디아 Ranunculus 본문에 명시돼 있어요",funny|healing,just_because,이 화려한 꽃의 학명은 작은 개구리라는 뜻이에요.
story-ranunculus-butter-chin,ranunculus,턱 밑에 대 보는 꽃,"영국에는 미나리아재비 꽃을 턱 밑에 대 보는 놀이가 있어요. 노란빛이 턱에 비치면 버터를 좋아한다는 뜻이라고요. 꽃잎이 유난히 반짝이는 건 표면이 거울처럼 빛을 되쏘기 때문인데, 아이들은 그걸 마음을 알아보는 방법으로 썼습니다. 태평양 북서부 원주민들 사이에서는 같은 꽃을 코요테의 눈이라고 불렀어요. 눈을 잃은 코요테가 이 꽃으로 눈을 만들어 넣었다는 이야기가 함께 전해집니다.",uk,modern,Wikipedia — Ranunculus,https://en.wikipedia.org/wiki/Ranunculus,varies,folklore,2026-08-15,"seed-v3: 두 전승 모두 위키피디아 Ranunculus 본문 서술. 꽃집 라넌큘러스(R. asiaticus)가 아니라 같은 속의 들 미나리아재비 이야기라 본문에서 그 사실이 드러나게 적었어요",funny|healing|romantic,just_because,꽃을 턱 밑에 대 보면 버터를 좋아하는지 알 수 있대요.
story-ranunculus-radiant-vs-wild,ranunculus,정원의 것과 들판의 것,"1884년 그리너웨이의 꽃말 책은 라넌큘러스에 당신은 매력으로 빛난다고 적었어요. 정원의 라넌큘러스에는 당신은 매력이 넘친다를, 들판의 라넌큘러스에는 배은망덕을 붙였고요. 같은 속의 꽃인데 사람 손을 탄 쪽만 칭찬을 받은 셈입니다. 오늘날의 상징 목록도 이 꽃에 어린 시절의 기억과 비아냥을 나란히 싣고 있어요. 어느 쪽으로 읽을지는 여전히 보는 사람의 몫입니다.",uk,victorian,Kate Greenaway — Language of Flowers (1884),https://www.gutenberg.org/ebooks/31591,varies,literary,2026-08-15,"seed-v3: 세 항목 모두 원문에서 직접 확인. 현대 해석은 위키피디아 식물 상징 목록과 맞대 보았어요",dramatic|funny,confession,같은 꽃인데 정원에서 자라면 매력이고 들에서 자라면 배은망덕이었어요.
story-lily-valley-muguet,lily-of-the-valley,5월 1일의 은방울꽃,"20세기 초부터 프랑스에서는 5월 1일 노동절에 은방울꽃을 팝니다. 프랑스어로 뮈게라고 부르는 이 꽃을 이날만은 세금 없이 길에서 팔 수 있어서, 사람들은 이날을 라 페트 뒤 뮈게, 은방울꽃의 날이라고 불러요. 봄이 왔다는 표시로 한 다발씩 건네는 관습입니다. 다만 향이 다정하다고 방심할 꽃은 아니에요. 모든 부위에 강한 독이 있어서 받은 다발은 아이와 반려동물 손이 닿지 않는 곳에 두는 편이 좋습니다.",france,modern,Wikipedia — Lily of the valley,https://en.wikipedia.org/wiki/Lily_of_the_valley,repeated,history,2026-08-15,"seed-v3: 노동절 판매 관습은 위키피디아 본문에 명시. 안전 문구는 design-spec §1.5d 의 예외(안전은 직설)를 따라 이야기 안에 그대로 넣었어요",healing|romantic,gratitude|just_because,프랑스에서는 5월 1일 하루만 누구나 길에서 이 꽃을 팔 수 있어요.
story-lily-valley-tears,lily-of-the-valley,성모의 눈물,"은방울꽃에는 성모의 눈물, 마리아의 눈물이라는 옛 이름이 남아 있어요. 십자가 아래에서 흘린 눈물이 떨어진 자리마다 이 꽃이 피었다는 이야기로 전해집니다. 어느 전승에서 시작됐는지는 자료마다 갈리고, 이브의 눈물이라는 판본도 함께 돌아요. 고개를 숙이고 피는 작고 흰 종 모양이 눈물방울을 닮았다는 설명이 가장 널리 쓰입니다. 돌이킬 수 없는 일 앞에서 할 수 있는 게 우는 것뿐일 때, 사람들이 그 자리에 놓은 꽃이었어요.",europe,medieval,Wikipedia — Lily of the valley,https://en.wikipedia.org/wiki/Lily_of_the_valley,varies,folklore,2026-08-15,"seed-v3: 위키피디아는 별칭만 싣고 전승 내용은 자료마다 달라 varies. 눈물에서 피었다는 대목은 널리 도는 판본을 우리 문장으로 다시 썼어요",tragic|healing|mythic,apology|comfort,이 꽃의 옛 이름 중 하나는 성모의 눈물이에요.
story-lily-valley-heart,lily-of-the-valley,가장 다정한 향의 경고,"미국동물학대방지협회는 은방울꽃의 독성 성분으로 심장에 직접 작용하는 배당체를 올려 두고, 개와 고양이 모두에게 독성이 있다고 적었어요. 증상 목록에는 구토와 함께 불규칙한 심장 박동, 낮아지는 혈압, 방향감각 상실, 혼수, 발작이 들어 있습니다. 꽃과 잎, 뿌리와 붉은 열매까지 모든 부위가 위험해요. 카탈로그에서 향이 가장 다정한 꽃이 동시에 가장 위험한 꽃인 셈입니다. 반려동물이 있는 집이라면 이 꽃은 권하지 않아요.",global,modern,ASPCA — Lily of the Valley,https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lily-valley,repeated,history,2026-08-15,"seed-v3: ASPCA 상세 페이지 직접 열람. pet_safety.csv 의 life_threatening 판정과 같은 근거예요",dramatic|tragic,,카탈로그에서 향이 가장 다정한 꽃이 가장 위험한 꽃이기도 해요.
story-chrysanthemum-korea-white,chrysanthemum,백 년 된 흰 국화,"한국에서 흰 국화는 조문의 꽃입니다. 그런데 이 관습이 자리 잡은 것은 20세기 초로, 생각만큼 오래되지 않았어요. 그 전까지 국화는 서리를 견디고 늦가을에 홀로 피는 지조의 꽃이었고, 꽃잎을 넣어 담근 국화주를 나누는 자리에 있었습니다. 같은 꽃이 백 년 사이에 술자리의 꽃에서 빈소의 꽃이 된 셈이에요. 그래서 국화를 고를 때는 색과 자리를 한 번 더 생각하는 편이 좋습니다.",korea,modern,Wikipedia — Chrysanthemum,https://en.wikipedia.org/wiki/Chrysanthemum,varies,history,2026-08-15,"seed-v3: 20세기 초부터 흰 국화 화환을 놓았다는 서술과 국화주 서술 모두 같은 문서에 있어요. 두 사실을 잇는 해석은 우리 것이라 varies",tragic|healing,comfort,장례식장의 흰 국화는 생각보다 오래되지 않은 관습이에요.
story-chrysanthemum-throne,chrysanthemum,열여섯 장의 꽃잎,"일본 천황의 자리를 영어로는 국화 왕좌라고 부릅니다. 열여섯 장 꽃잎을 두른 국화문이 황실의 문장이기 때문이에요. 메이지 시기에는 천황 말고 누구도 이 문양을 쓸 수 없었고, 1926년 10월 21일에 규정으로 굳었습니다. 지금도 일본 여권 표지와 국회의원 배지에 이 국화가 있어요. 유배를 떠난 고다이고 천황이 자기를 구분하려고 잎을 열일곱 장으로 늘려 쓴 적도 있습니다.",japan,modern,Wikipedia — Imperial Seal of Japan,https://en.wikipedia.org/wiki/Imperial_Seal_of_Japan,repeated,history,2026-08-15,"seed-v3: 연도와 사용 제한은 위키피디아 본문에서 확인",dramatic|mythic,,일본 여권 표지에 국화가 있는 이유가 있어요.
story-chrysanthemum-tao-yuanming,chrysanthemum,동쪽 울타리 아래,"405년, 도연명은 쌀 다섯 말 때문에 허리를 굽힐 수는 없다며 벼슬을 버리고 시골로 돌아갔습니다. 남은 스물두 해를 작은 농막에서 농사짓고 술 빚고 시를 쓰며 보냈어요. 그가 남긴 「음주」 다섯째 수에 동쪽 울타리 아래에서 국화를 꺾다가 문득 남산을 바라본다는 구절이 있습니다. 그 뒤로 동아시아의 그림과 시에서는 국화 한 송이만 그려 넣어도 이 사람의 삶을 가리키는 말이 되었어요. 화려해서가 아니라 남들 다 진 뒤에 핀다는 이유로 고른 꽃이었습니다.",china,ancient,Wikipedia — Tao Yuanming,https://en.wikipedia.org/wiki/Tao_Yuanming,repeated,literary,2026-08-15,"seed-v3: 원문은 5세기 한시라 퍼블릭 도메인이지만 번역도 우리 문장으로 풀어 썼어요",healing|mythic,comfort|just_because,쌀 다섯 말 때문에 허리를 굽힐 수는 없다며 벼슬을 버린 사람이 있었어요.
story-chrysanthemum-europe-graves,chrysanthemum,무덤에만 놓는 꽃,"유럽 여러 나라에서 안으로 말려 피는 국화는 죽음을 뜻해서 장례와 묘지에만 씁니다. 프랑스나 이탈리아 집에 국화 화분을 들고 가면 곤란해지는 이유예요. 반대로 미국에서는 대체로 밝고 명랑한 꽃으로 여기고, 뉴올리언스만 예외로 남아 있습니다. 한국은 조문, 일본은 황실, 중국은 은일, 유럽은 장례, 미국은 명랑. 국화는 무슨 색을 고르느냐만큼 어느 나라에 건네느냐가 중요한 꽃이에요.",europe,modern,Wikipedia — Chrysanthemum,https://en.wikipedia.org/wiki/Chrysanthemum,repeated,history,2026-08-15,"seed-v3: 유럽·미국·뉴올리언스 서술은 위키피디아 본문에 명시. 다섯 문화권 대비는 이 카탈로그에서 가장 뚜렷한 사례예요",tragic|dramatic,,같은 국화가 미국에서는 명랑한 꽃이고 유럽에서는 무덤의 꽃이에요.
story-peony-spirit-sichuan,peony,벽으로 스며든 사람,"촉 땅에 혼자 사는 선비가 있었어요. 어느 날부터 아름다운 여인이 찾아와 집안일을 돕고, 이야기를 나누고, 글과 그림을 함께 보았다고 전해집니다. 그러다 도사가 다녀간 뒤로 여인이 보이지 않았어요. 선비가 찾아 나섰을 때 그는 벽 속으로 스며들며 자기가 작약 꽃의 정령이라고 밝혔습니다. 저런 사람은 자기 같은 것을 믿어 주지 않으니 꽃으로 돌아가야 한다면서요. 여인은 그렇게 사라졌고, 선비는 오래 혼자 남았습니다.",china,ancient,"농사로 — 애절한 사랑의 약속, 작약",https://www.nongsaro.go.kr/portal/ps/psz/psza/contentSub.ps?menuId=PS04104&cntntsNo=205071,single_source,folklore,2026-08-15,"seed-v3: 농촌진흥청 농사로에 실린 전승. 이 페이지는 공공누리 제2유형(출처표시+상업적 이용금지)이라 문장은 한 줄도 옮기지 않고 줄거리만 참고해 전부 다시 썼어요. 상업화 시점에 재판단이 필요합니다",romantic|tragic|mythic,,밤마다 찾아오던 사람이 사실은 뜰에 핀 꽃이었대요.
story-peony-hua-tuo,peony,화타가 늦게 알아본 뿌리,"명의 화타가 작약을 한 그루 얻었는데, 잎도 꽃도 약이 될 것 같지 않아 뜰에 버려두었다고 전해집니다. 어느 밤 여인이 나타나 울었고, 아내가 뿌리를 살펴보라고 했지만 화타는 듣지 않았어요. 그래서 아내는 스스로 몸에 상처를 내고 작약 뿌리 달인 것을 써 보았는데, 피가 멎고 상처가 아물었다고 합니다. 그제야 화타는 이 꽃의 뿌리가 약이라는 것을 알았어요. 가장 잘 안다고 여긴 사람이 가장 늦게 알아본 이야기입니다.",china,ancient,"농사로 — 애절한 사랑의 약속, 작약",https://www.nongsaro.go.kr/portal/ps/psz/psza/contentSub.ps?menuId=PS04104&cntntsNo=205071,single_source,folklore,2026-08-15,"seed-v3: 같은 페이지의 두 번째 전승. 공공누리 제2유형이라 줄거리만 참고해 전부 자체 서술했고, 아내가 몸에 상처를 내는 대목은 수위를 낮춰 옮겼어요",dramatic|tragic|healing,apology,명의 화타가 유일하게 알아보지 못한 약초 이야기예요.
